text,class
Proper use of condoms reduces contact and risk,1
The majority of HIV infections are acquired through unprotected sexual relations between partners,1
condoms protect against sexually transmitted diseases,1
condoms to prevent sexually transmitted infections,1
using condoms during sex is morally contraceptive and thus a sin,1
impede the procreative aspect of the sexual act which is understood by the Church to have a deeply theological meaning,1
permitting condom use as a method of preventing disease could be interpreted as permitting fornication,1
"promotion of condom use will lead to irresponsible, risky sexual behavior",1
condoms were a sin in any circumstances,1
The church..has to respect responsible decision-making by couples,1
condoms are acceptable as a means of preventing AIDS,1
condoms should be used to prevent the spread of HIV,1
condom use could even encourage the spread of HIV by promoting extramarital sex,1
condom use will prevent the spread of AIDS,1
"the Church's ban on condoms has ""caused the death of millions",1
using condoms during sex is morally contraceptive and thus a sin,1
could open wide the way for marital infidelity,1
a man who grows accustomed to the use of contraceptive methods may forget the reverence due to a woman,1
contraception was always seriously evil,1
Contraception is gravely opposed to marital chastity,1
it is contrary to the good of the transmission of life,1
denies the sovereign role of God in the transmission of human life,1
the Catholic Church should support condoms used to prevent serious diseases such as AIDS,1
"birth control, in all forms, is sin",1
God created sexual intercourse to be both unitive and procreative,1
an act which deliberately attempts to divorce the unitive and procreative meaning of the marital act is opposed to God's plan for life,1
"the Catholic Church should support condoms used to prevent serious diseases such as AIDS, because non-use is tantamount to murder",1
There is no reason to conclude that natural family planning is appropriate but that 'artificial' means are not,1
"Catholicism, which considers all forms of birth control to be sins",1
contraception was immoral,1
condoms can save your life,1
persons may use condoms to protect against the spread of infections,1
"the problem cannot be overcome by the distribution of prophylactics: on the contrary, they increase it",1
the Church should not and could not change its long-standing teaching,1
"all licit sexual acts must be both unitive (express love), and procreative",1
all licit sexual acts must be open to procreation,1
"the sexual act must ""retain its intrinsic relationship to the procreation of human life",1
"contraception ""contradicts the will of the Author of life [God",1
intercourse must at once be both the renewal of the consummation of marriage and open to procreation,1
"since artificial contraception expressly prevents the creation of a new life (and, the Church would argue, removes the sovereignty of God over all of Creation), contraception is unacceptable",1
will tackle the problem of young people leaving school unskilled,1
"the history of the drive for compulsory schooling is not guided by altruism, but by a desire to coerce the population into a mold desired by the Establishment",1
youths should have the right to control and direct their own learning,1
the current compulsory schooling system violates a basic fundamental right of humans: the right to decide what enters our minds,1
freedom of learning is part of freedom of thought,1
"forced schooling, regardless of whether the student is learning anything whatsoever, or if the student could more effectively learn elsewhere in different ways, is a gross violation of civil liberties",1
Schools inhibit a person’s will and ability to self-learn,1
forced schooling perverts the victims’ natural inclination to grow and learn,1
high rates of education are essential for countries to be able to achieve high levels of economic growth,1
the right to freedom of speech is not absolute,1
there must be no constraints on the free flow of information and ideas,1
democracy will not be true to its essential ideal if those in power are able to manipulate the electorate by withholding information,1
release of tactical information usually presents a greater risk of casualties among one's own forces,1
Access to information was increasingly recognised as a prerequisite for transparency and accountability of governments,1
access to information is a basic human right,1
the right of governments to forbid the publication of properly categorized state secrets,1
"the more freely information flows, the stronger societies become",1
any government may distinguish which materials are public or protected from disclosure to the public,1
The individual freedom of expression is therefore essential to the well-being of society,1
The purpose of classification is to protect information from being used to damage or endanger national security,1
"national security"" may simply serve as a pretext for suppressing unfavorable political and social views",1
Everyone has the right to freedom of opinion and expression,1
Information should be free,1
Information should be free,1
leaks .. may have a very negative security impact for people involved,1
The decision to leak classified information is something that is illegal,1
individuals are making judgments about threats and information they are not qualified to make,1
"However illegally these documents came to light, they raise serious questions",1
free speech is what regulates government and regulates law,1
The purpose of the censorship is to prevent the publication of security information which could benefit the enemy or harm the State,1
"Precisely because the repercussions that decisions of a security nature have on the life of nation, it is suitable to open the door to openly exchanging of views on security issues",1
Authority to exercise censorship over the press .. is absolutely necessary to the public safety,1
government information should be available to the public,1
"Subsidies may distort markets, and can impose large economic costs",1
subsidies may distort the market and produce inefficiencies,1
"tobacco use as ""the single most important preventable risk to human health in developed countries",1
The cultivation of tobacco can be economically detrimental to developing countries,1
When resources are put into tobacco production they are taken away from food production,1
A large percent of the profits from tobacco production go to large tobacco companies rather than local tobacco farmers,1
"government subsides for tobacco farming, which do not make economic sense",1
valuable farmland go to waste for the use of a recreational drug instead of being used to plant food crops,1
smoking was considered an immoral habit,1
smoking tobacco is among the leading causes of many diseases,1
valuable farmland go to waste for the use of a recreational drug instead of being used to plant food crops,1
Tobacco-related diseases are some of the biggest killers in the world today,1
toxic compounds in tobacco that constitute serious health hazards,1
The cultivation of tobacco is economically detrimental to the countries that produce it,1
"When resources are put into tobacco production, they are taken away from food production",1
A large percent of the profits from tobacco production go to large tobacco companies rather than local tobacco farmers,1
tobacco causes cancer,1
commercial tobacco production is a vital part of the American and world economy,1
smoking-related health problems contribute to rising health care costs,1
subsidised agriculture in the developed world is one of the greatest obstacles to economic growth in the developing world,1
artificially low prices resulting from subsidies create unhealthy incentives for consumers,1
Subsidies are also an inefficient use of taxpayer’s money,1
the market system was not adequately rewarding farm people for their agricultural commodities,1
provide little benefit to the farmers themselves,1
valuable farmland go to waste for the use of a recreational drug instead of being used to plant food crops,1
tobacco being considered a usurper of good farm land,1
produces substantial health-related economic costs to society,1
Tobacco is the single greatest cause of preventable death globally,1
"tobacco use as ""the single most important preventable risk to human health",1
Tobacco plays an important role in the economy of the producing areas,1
The free communication of ideas and opinions is one of the most precious of the rights of man,1
may be limited when conflicting with other rights,1
the expression of dissent or subversive views should be tolerated,1
"free discussion is necessary to prevent the ""deep slumber of a decided opinion",1
speech can be justifiably suppressed is in order to prevent harm from a clear and direct threat,1
there must be no constraints on the free flow of information and ideas,1
democracy will not be true to its essential ideal if those in power are able to manipulate the electorate by withholding information and stifling criticism,1
freedom of speech helps to provide a balance between stability and change,1
"there ought to exist the fullest liberty of professing and discussing, as a matter of ethical conviction, any doctrine, however immoral it may be considered",1
some forms of expression can be legitimately prohibited by law because they are very offensive,1
there is no such thing as unlimited freedom,1
The free communication of thoughts and of opinions is one of the most precious rights of man,1
freedom of expression is not absolute and can be limited under certain situations,1
a limitation on freedom of speech prescribed in law can be permitted if it can be justified as being a reasonable limit,1
human rights can be limited or even pushed aside during times of national emergency,1
it may be restricted by law to protect rights and respectability of others,1
liberty of expression 'is not absolute,1
government may not prohibit the expression of an idea simply because society finds the idea offensive or disagreeable,1
"punishment of ""dangerous or offensive writings..[was] necessary for the preservation of peace and good order",1
"reasonable"" restrictions upon free speech to serve ""public order",1
"freedom of speech, in order to exist and function, necessarily extends to even the unpopular",1
"The people shall not be deprived or abridged of their right to speak, to write, or to publish their sentiments",1
"freedom of expression, subject to certain restrictions",1
Everyone has the right to freedom of opinion and expression,1
Everyone has the right to freedom of opinion and expression,1
the individual must have unlimited access to the ideas of his fellow men in “a free and open encounter,1
The individual freedom of expression is therefore essential to the well-being of society,1
"freedom can be restricted for reasons of ""sovereignty and integrity",1
Censorship is occasionally carried out to aid authorities or to protect an individual,1
"when a nation is at war, many things that might be said in time of peace are such a hindrance to its effort that their utterance will not be endured so long as men fight",1
the circumstances of wartime permit greater restrictions on free speech than would be allowable during peacetime,1
the right to free speech conflicts with these other rights,1
the freely expressed word can be a direct threat to other human rights,1
Everyone has the right to freedom of opinion and expression,1
an effort to limit the use of words of language is actually a form of restricting freedom of thought,1
Government-enforced right of access inescapably dampens the vigor and limits the variety of public debate,1
limitations on free speech balance rights to free speech and other rights,1
the government may censor speech when the speech is its own,1
Freedom of speech is the heart of democracy,1
the right to freedom of speech can be subjected to limitations such as hate speech,1
"Without restrictions, total freedom of speech would allow freedom to slander",1
Press freedom is the right of the people,1
censorship violates multiple Basic Human Rights,1
No human right is more basic than freedom of expression,1
clear and present danger posed by discriminatory speech and the growth of e-hate,1
Freedom of expression is the lifeblood of any free and open society,1
Everyone has the right to freedom of opinion and expression,1
Freedom of speech and of the press lay at the foundation of all democratic organisations,1
The freedom of speech and of the press does not confer an absolute right to express without any responsibility,1
"Reasonable restrictions can be imposed on the freedom of speech and expression, in the interest of the security of the State",1
may be restrained in the interest of the security of the State,1
freedom of speech would not allow a person to contempt the courts,1
Freedom of speech and expression can not be an excuse for distribution of indecent and immoral content,1
Reasonable restrictions can be imposed in the interest of public order,1
one can not tolerate free speech concerning drugs,1
"freedom of speech, a fundamental human right",1
everyone has the right to freedom of opinion and expression,1
it is necessary to prevent the use of information resources and technologies for criminal and terrorist purposes,1
"the more freely information flows, the stronger societies become",1
"the American Jobs Act, which would give businesses incentives to hire unemployed and disabled veterans",1
"it gives more tax breaks, thus contributing more to the federal deficit",1
unemployment increases the more the government intervenes into the economy to try to improve the conditions of those without jobs,1
"to improve the economy, policymakers should focus on reforms that remove impediments to work",1
allowing families the option of both public and private schools undermines the public education system,1
competition would improve schools and cost efficiency,1
they incentivize schools to increase accountability and school performance,1
the competition spurred by vouchers and education tax credits increases the quality of both eligible private schools and local public schools,1
both private and public schools improved through the use of vouchers,1
vouchers improve academic outcomes at public schools,1
reduce racial segregation,1
deliver better services to special education students,1
it would erode educational standards and reduce funding,1
a voucher system would weaken public schools,1
"granting government money, even indirectly, to private and religious schools will inevitably lead to increased governmental control over non-government education",1
vouchers and other forms of publicly funded private school choice are necessary to give families an opportunity to enroll their children in more effective private schools,1
competition for students (and the education dollars that come with them) create a catalyst for schools to create innovative programs,1
school choice programs would allow these students to opt out of bad schools and acquire a better education,1
freedom of education notably implies the freedom for parents to choose a school for their children without discrimination on the basis of finances,1
vouchers could result in nothing more than a cash-handout for many middle-class and wealthy families already sending their kids to private schools,1
"Through free competition between vendors for the provision of products and services, prices tend to decrease, and quality tends to increase",1
a voucher system for public education would make public schools compete with one another thus making them more accountable and efficient,1
with federal school vouchers inevitably come further central government regulation and loss of local control over education,1
public education would be destroyed by tuition vouchers,1
the tuition voucher proposal would undermine public education,1
they would undermine public schools,1
they would undermine public schools,1
competition among schools will increase both the quality and the economic efficiency of public education,1
vouchers have functioned to increase racial and economic discrimination in schools,1
"since approximately four out of five US private schools are religious, voucher and charter systems violate the Constitution",1
"a ""competitive education market"" would lead to ""innovation and improvement",1
no family should be forced to send kids to a school they know is failing,1
"by distributing vouchers to the families of students equal to the tuition that he/she would receive at his/her local public school, a student’s family could then choose from options where best to send their child",1
access to resources play a hugely important role in educational inequality,1
the educational system forces low-income families to place their children into less-than-ideal school systems,1
the significance of nuclear weapons is purely to deter war,1
would generally be contrary to the rules of international law applicable in armed conflict,1
"unlike conventional weapons, nuclear weapons successfully deter all-out war between states",1
it would undermine deterrence,1
could lead to increased global instability,1
a full-scale nuclear war could potentially bring about the extinction of the human race,1
a full-scale nuclear war would result in the extinction of the human species,1
more countries with nuclear weapons may increase the possibility of nuclear warfare,1
the spread of nuclear weapons could increase international stability,1
it will decrease the likelihood of war,1
most states are not in a position to safely guard against nuclear use,1
weak states will be unable to prevent – or will actively provide for – the disastrous possibility of nuclear terrorism,1
The effective prohibition on nuclear proliferation has been characterised as a form of technological apartheid,1
Having more nuclear nuclear-weapon states would reduce security for all,1
nuclear forces continue to play an essential role in war prevention,1
nuclear weapons can induce stability,1
decrease the chances of crisis escalation,1
controlled nuclear proliferation may be beneficial for inducing stability,1
increases the chance of inter-state nuclear conflict,1
increases the chances of nuclear material falling into the hands of non-state groups,1
new nuclear states will use their acquired nuclear capabilities to deter threats and preserve peace,1
new nuclear states often lack adequate organizational controls over their new weapons,1
"Nuclear weapons may also lessen a state's reliance on allies for security, thus preventing allies from dragging each other into wars",1
nuclear weapons induce stability in all regimes,1
nuclear weapons contribute to stability at a strategic level,1
"the deployment, and implicit menace of use, of strong weapons is essential to threaten the enemy in order to prevent the use by said-enemy of the same weapons",1
a nuclear nation might be hijacked by a despot or other person or persons who might use nuclear weapons without sane regard for the consequences,1
"the present situation whereby Nuclear Weapon States monopolise the right to possess nuclear weapons is ""highly discriminatory",1
"the present situation whereby Nuclear Weapon States monopolise the right to possess nuclear weapons is ""highly discriminatory",1
reliance on nuclear weapons for deterrence is becoming increasingly hazardous and decreasingly effective,1
"The world is now in a new and dangerous nuclear era, and the likelihood that non-state terrorists will get their hands on nuclear weaponry is increasing",1
extreme danger intrinsic to nuclear war and the possession of nuclear weapons,1
"with nuclear weapons more widely available, deterrence is decreasingly effective and increasingly hazardous",1
nuclear weapons had become a source of extreme risk,1
nuclear holocaust could result in an end to human life,1
nuclear weapon technology would soon reach the point where it could end human life on Earth,1
"an inferior nuclear force, by virtue of its extreme destructive power, could deter a more powerful adversary",1
nuclear weapons had become a source of extreme risk,1
nuclear weapons are intended to deter other states from attacking,1
Nuclear weapons give nations the potential to not only destroy their enemies but humanity itself,1
nuclear weapons had become a source of extreme risk,1
"if we hope to escape self-destruction, then nuclear weapons should have no place in our collective conscience, and no role in our security",1
"the greater the threat of mutual destruction, the safer the world would be",1
public opinion is overwhelmingly opposed to nuclearization,1
states must act in a way that ensures their security above all,1
"they cannot count on the good will of others to help them, so they must always be ready to fend for themselves",1
"In certain circumstances, they can play a positive role",1
every country will have to devise and use the latest devices for its protection,1
"when two countries each have nuclear weapons, the probability of a direct war between them greatly decreases",1
its use of force in the Gaza Strip are acts of self-defense,1
the Israeli Defence Force breached laws of armed conflict by attacking indiscriminately civilians,1
anything affiliated with Hamas is a legitimate target,1
these attacks were a violation of International Humanitarian Law,1
"the Israeli soldiers at best failed to protect civilians, and at worst deliberately shot at them",1
"Israel used ""decisive force to enhance regional deterrence",1
"during Operation Cast Lead, the IDF did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare",1
the psychological effect of the rocket strikes paralyzed life across Israel's south,1
had a policy of deliberately targeting civilians,1
it was Israeli government policy to deliberately target citizens,1
the Gaza war would have been conducted as a response to rockets fired from the Gaza Strip,1
"the war was targeted against the ""people of Gaza as a whole",1
"Israel’s military assault on Gaza was designed to ""humiliate and terrorize a civilian population",1
Israel violated the Fourth Geneva Convention by targeting civilians,1
Palestinian armed groups committed war crimes and possibly crimes against humanity,1
The Hamas terror organization is the one who started the war,1
Hamas has used terrorism for years against Israeli children,1
allowed Gazans to resume normalcy,1
the IDF was forced to deal with the lowest form of terrorists,1
"disproportionate destruction and violence against civilians were part of a deliberate policy"" by Israel",1
"during the conflict the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare",1
Hamas was guilty of war crimes,1
Israel disproportionately attacked civilians,1
it was acting in self-defence,1
"the right to self-defence requires that peaceful means are first exhausted before resorting to military force, something Israel ""did not even contemplate doing",1
Israelis have been killed by the unlawful rocket and mortar attacks from Gaza,1
Israel intentionally targeted civilians in Gaza,1
Hamas was willing to renew the cease-fire under the original terms,1
"the offensive was the result of Israel’s ""patience running out"" over the rocket attacks",1
the firing of rockets at Israel constituted a deliberate attack against the civilian population,1
"the Israeli operation greatly curtailed years of Hamas rocket fire, returning a sense of normalcy to Southern Israel",1
"During Operation Cast Lead, the Israeli Defense Forces did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare",1
Israel was widely criticised by human rights groups for using heavy firepower and causing hundreds of civilian casualties,1
the Israeli military operation was directed at the people of Gaza as a whole,1
"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare",1
the livelihoods and assets of tens of thousands of Gaza civilians have been affected,1
life in much of southern Israel was paralyzed by Hamas rocket and mortar fire,1
Israel targeted Palestinian civilians as a matter of policy,1
it was a war against Palestinian civilians,1
resulted in massive violations of human rights of the Palestinian people,1
Israel's actions on the Gaza Strip must be characterised as war crimes,1
Israel's right to self-defence,1
The right of the Israeli people to a life in peace and security without permanent threat from rocket attacks must be guaranteed,1
Israel's legitimate right to self-defence is undisputable,1
attacks represent a severe and massive violation of the International Humanitarian Law,1
War has never brought any solution to problems,1
"the repeated firing of rockets by Hamas, which endangers the lives of both Israeli and Palestinian civilians",1
the massive and disproportionate attacks by Israel to the Gaza Strip are in violation of international humanitarian law,1
the military solution won't conduct to peace,1
Israel has the right to take military action against attacks on locations where its civilians live,1
it was Hamas that broke the truce,1
Hamas started the conflict by firing rockets on Israel,1
No country can just passively accept being fired on,1
the right of Israel to defend itself against rockets and terrorist attacks,1
"Military action leading to the killing and suffering of civilians, by whomever is carried out, deserves to be condemned",1
The Israeli air strikes have demanded a disproportionate amount of civilian victims,1
nothing justifies the suffering inflicted to civilian populations who live trapped in the Gaza strip,1
The escalation of tensions in the Gaza Strip […] has been triggered by rocket attacks launched by Hamas against innocent Israeli civilians,1
"Israel's response was ""disproportionate",1
are both disproportionate and clearly contrary to international humanitarian law,1
Israel`s unproportionally all-out war on Hamas with a great number of fatalities is an unforgettable human tragedy,1
Israel's right to protect its citizens,1
"the disproportionate and excessive use of force displayed by the Israeli government, which has resulted in numerous casualties",1
This cycle of violence and retaliation impedes efforts to broker lasting peace in the region,1
the military operations were a flagrant violation of international humanitarian law,1
aggression and disproportionate use of force by Israel is unfortunate and only leads to further escalation of violence,1
"the disproportionate use of force by Israel, which causes suffering to the civilian population, can be neither understood nor justified",1
its right to self defence was acknowledged,1
"the reaction of the armed forces of Israel was condemned as ""disproportional",1
its actions were causing unjustifiable deaths among the civilians,1
Israel's right to defend itself against attacks from Gaza,1
"Israel's bombardment of Gaza ""bears all the hallmarks of war crimes",1
The attacks would not contribute to the security of Israel,1
they do little or nothing to prevent rocket attacks,1
the constant threat of impending rocket attacks has caused fear and disrupted the lives of the growing number of Israelis who live within range of such attacks,1
Israeli citizens in the south have been suffering from rockets being fired at them,1
Life in the south under rocket barrages had become unbearable,1
Hamas attacks are violations of basic humanitarian law,1
"If there is no rocket fire at Israel, there won't be Israeli attacks on Gaza",1
"Israel was ""compelled to continue to take these defensive measures"" to protect more than 200,000 Israelis living under the threat of Palestinian rocket barrages.Militants",1
The rocket attacks have caused widespread fear and hardship in Israeli border towns,1
Israel's right to defend itself,1
Israeli military attacks were launched in response to militants firing missiles,1
"Israel's response is ""excessive",1
"Israel's attacks were ""more than a holocaust",1
became notorious for crime and poverty,1
apartment buildings have high levels of security,1
The total cost for the construction of an apartment is much less than the cost invested in the construction of a single house,1
"High-rise buildings cast a significant shadow over nearby buildings, reducing solar energy harvesting",1
"They also cast shadows over public spaces, reducing their amenity value",1
They also pose serious challenges to firefighters during emergencies,1
Apartment blocks have technical and economic advantages in areas with high population density,1
"In contrast with low-rise and single-family houses, apartment blocks accommodate more inhabitants per unit of area of land they occupy",1
decrease the cost of municipal infrastructure,1
they grew a reputation for being undesirable low cost housing,1
many tower blocks saw rising crime levels,1
the way tower blocks were constructed would save money,1
many tower blocks experienced structural decay,1
the overbearing design of the tower blocks made them fearsome and unsociable,1
Tower blocks may be inherently more prone to casualties from a fire,1
people living on higher floors cannot escape fires easily and the fire brigade cannot reach the higher floors quickly,1
they can hold thousands of families in a single building,1
more and more people around the world move into multi-story apartment blocks,1
single family houses are likely to require much more energy to heat in cold weather than do buildings with shared walls,1
single-family houses part of a much more energy and carbon-intensive lifestyle,1
only high rise developments could accommodate the density level of population,1
A large resident population provides opportunities for social interaction,1
Planning policies which increase population densities in urban areas do tend to reduce car use,1
"urban intensification which increases population density will reduce per capita car use, with benefits to the global environment",1
consumers prefer lower density neighborhoods,1
"Living in larger, more spread out spaces generally makes public services more expensive",1
Planning policies that increase population densities in urban areas do tend to reduce car use,1
"urban intensification which increases population density will reduce per capita car use, with benefits to the global environment",1
increased population density with increased aggression,1
increased population density encourages crime and anti-social behavior,1
"human beings, while social animals, need significant amounts of social space or they become agitated and aggressive",1
"such laws can be used to victimize non-members of, and dissident members of, the state religion",1
"Blasphemy has been condemned as a serious, or even the most serious, sin by the major creeds and Church theologians",1
"blasphemy, which is a sin committed directly against God, is more grave than murder",1
there is no place for the offence of blasphemous libel in a society which respects freedom of speech,1
"Freedom of expression should permit people to express whatever opinions they have, even if they are offensive",1
"The right to freedom of thought and expression, sanctioned by the Declaration of the Rights of Man, cannot imply the right to offend the religious sentiment of believers",1
In all societies there is a need to show sensitivity and responsibility in treating issues of special significance for the adherents of any particular faith,1
freedom of speech cannot be compromised,1
It's better to publish too much than not to have freedom,1
the responsibility of all governments to ensure full respect of all religions,1
the freedom of expression does not justify in any way whatsoever the defamation of religions,1
freedom of speech ends when sacred values are offended,1
freedom of expression is at the core of our democracy,1
"The right to freedom of thought and expression, sanctioned by the Declaration of the Rights of Man, cannot imply the right to offend the religious sentiment of believers",1
the offence of blasphemy is a dead letter,1
the common-law offence of blasphemous libel serves no useful purpose in modern law,1
The offence of blasphemous libel is believed by some to be contrary to the freedom of speech,1
The blasphemy law is now a dead letter,1
It is not the business of government in our nation to suppress real or imagined attacks upon a particular religious doctrine,1
it is neither necessary nor desirable to create an offence of religious insult,1
The law against blasphemy complements laws against racial discrimination and incitement to violence,1
the state has no legitimate interest in protecting any or all religions from views distasteful to them,1
It is not the business of government in our nation to suppress real or imagined attacks upon a particular religious doctrine,1
"anti-blasphemy and religious defamation laws, which are used to imprison journalists, students and other peaceful political dissidents",1
defamation of religions was a modern expression of religious hatred and xenophobia,1
the 'defamation of religions' concept used to justify censorship,1
Freedom of expression does not give anyone the licence to insult another's religion or race,1
humiliation of the values that are held in high esteem by people cannot be justified by the freedom of speech,1
freedom of speech and disseminating ideas do not amount to the right to insult,1
"Holocaust denial as ""an affront to our humanity",1
The way of fighting Holocaust deniers is with history and with truth,1
It is incorrect to force only one view,1
Holocaust denial propaganda in all forms has shown to influence the audiences that it reaches,1
Holocaust denial is generally viewed as antisemitic,1
Holocaust denial is a convenient polemical substitute for anti-semitism,1
"denial legislation imposes ""historical truth as legal truth",1
"is ""the worst form of racism",1
It is among the surest indicators of further genocidal massacres,1
Holocaust denial is generally viewed as antisemitic,1
The primary motivation for most deniers is anti-Semitism,1
Holocaust denial can inspire violence against Jews,1
their rights are best protected in open and tolerant democracies that actively prosecute all forms of racial and religious hatred,1
the work of Holocaust deniers should be protected by a universal right to free speech,1
laws punishing Holocaust denial are incompatible with the European Convention on Human Rights and the Universal Declaration of Human Rights,1
education is more effective than legislation at combating Holocaust denial,1
the laws will make martyrs out of those imprisoned for their violation,1
courts consider it a form of spreading hatred and therefore an offence,1
The way of fighting Holocaust deniers is with history and with truth,1
cannot simply be accepted as something protected by the freedom of speech,1
free speech should be applied to everyone regardless of their viewpoints,1
it is a slippery slope to imprison someone due to the lack of factual accuracy or unpopularity of their opinions,1
"this law restricts the freedom of expression, which is a basic human right",1
denying or minimising the Holocaust must be seen as one of the acutest forms of racial slandering,1
an elected mayor is unnecessary,1
the position would make the council more accountable to the electorate,1
"because each electoral district votes for its own representative, the elected candidate is held accountable to their own voters",1
"the role ""may merely attract mavericks and self-publicists",1
"directly elected mayors are ""accountable",1
"can ""galvanise action",1
"Aside from improving each member state's economies, the bloc also focused on peace and stability in the region",1
ASEAN has subscribed to the notion of democratic peace,1
"Through political dialogue and confidence building, no tension has escalated into armed confrontation among ASEAN member countries",1
ASEAN Way has recently proven itself relatively successful in the settlements of disputes by peaceful manner,1
ASEAN for being too soft in its approach to promoting human rights and democracy,1
"the organisation is ""big on words but small on action",1
ASEAN has begun to be less successful at restraining its members and resolving border disputes,1
the agenda of economic integration would negatively affect industries,1
the organisation as imperialistic,1
ASEAN members have the potential to reap significant benefits,1
burning the flag is a very offensive gesture that deserves to be formally outlawed,1
Americans opposed amending the constitution to outlaw flag burning,1
Americans opposed a flag desecration amendment,1
Americans supported a flag desecration amendment,1
flag burning was constitutionally-protected free speech,1
flag burning was protected speech under the First Amendment to the United States Constitution,1
the First Amendment protects such activity as symbolic speech,1
the First Amendment reached non-speech acts,1
its protection does not end at the spoken or written word,1
states had a compelling interest in preserving a venerated national symbol,1
"it ""tends to incite"" breaches of the peace",1
states possessed an interest in preserving the flag as a unique symbol of national identity and principles,1
desecration of the flag impugned its value as such a unique national symbol,1
"the ""uniqueness"" of the flag ""justifies a governmental prohibition against flag burning",1
"flag burning is ""no essential part of any exposition of ideas",1
"is most likely to be indulged in not to express any particular idea, but to antagonize others",1
the First Amendment does not guarantee the right to employ every conceivable method of communication at all times and in all places,1
a majority of Americans still support a ban on flag-burning,1
the Constitution allows states to prohibit the burning of the flag,1
laws against flag-burning are constitutional,1
flag-burning is not constitutionally protected,1
it would be constitutional to ban flag-burning,1
"The flag's status as a special emblem of nationality, however, entitles it to additional protections",1
the state can prohibit the burning of any item in public,1
"the nature of the flag entitles it to more protection under the law, rather than less",1
the States' had the authority to promulgate flag desecration laws under their general police power to safeguard public safety and welfare,1
"symbolic speech"" was protected by the First Amendment",1
flag burning was protected by the First Amendment,1
protest involving the physical use of the flag should be seen as a form of protected expression under the First Amendment,1
burning the flag was a form of symbolic speech subject to protection under the First Amendment,1
Symbolic speech is recognized as being protected under the First Amendment as a form of speech,1
symbolic speech is protected by the First Amendment,1
there is a constitutional right to make one's speech as effective as possible,1
flag burning was a form of free speech,1
freedom of expression by non-speech means is commonly thought to be protected under the First Amendment,1
significant support among college football fans for a playoff to replace the BCS,1
"the participants of the BCS National Championship game are decided based upon coaches' and media polls rather than via previous, on-field competition",1
a playoff format would detract from the importance of the regular season and the intensity of rivalry games,1
a playoff system would create conflicts with student-athletes' studies,1
a single loss can potentially end a team's chance at a National Championship or propel some other team into the title game under the current system,1
unfair competition inherent in the structure of the BCS,1
numerous FBS Conferences have expressed their unwillingness to participate in a play-off system,1
"due to the unique and often esoteric nature of the BCS format, there has been controversy as to which two teams should play for the national championship",1
individuals interested in college football prefer a playoff system to the BCS,1
"would lead to other, more serious consequences",1
a team with similar or better arguments to another team can be left out of the BCS despite beating the other team,1
unfair competition inherent in the structure of the BCS,1
there are several key advantages that the BCS has over a playoff system,1
the BCS routinely involves controversy about which two teams are the best in the nation,1
individuals interested in college football preferred a playoff system to the BCS,1
"Often, the BCS system leads to controversies",1
Controversies concerning inclusion in the BCS National Championship Game are numerous,1
poverty is one of the causes of criminal activity as a means of survival,1
A proportion of crime is said to be the result of society offering only demeaning work with little sense of creativity,1
lack of integration between what the culture calls for and what the structure permits that causes deviant behaviour,1
The poor would commit crime out of need or out of a sense of injustice,1
external factors are not at play when it comes to crime,1
crime is solely the failure of a rational choice decision,1
people have free will to choose how to act,1
crime rates are associated with poverty,1
may cause neighborhoods to be isolated from the mainstream of society and become prone to violence,1
"if the social structure of opportunities is unequal and prevents the majority from realizing the dream, some of them will turn to illegitimate means (crime) in order to realize it",1
delinquency can result from differential opportunity for lower class youth,1
those from wealthier backgrounds have considerably more access to legitimate means than do those who are economically disadvantaged,1
Criminality becomes attractive when expectations of being able to fulfil goals (therefore achieving success) by legitimate means cannot be fulfilled,1
delinquent rates are highest in areas with economic decline,1
Social disorganisation may also produce crime by isolating communities from the mainstream culture,1
"causes of crime lie within the individual offender, rather than in their external environment",1
crime is caused by the difficulty those in poverty have in achieving socially valued goals by legitimate means,1
"if all an individual's needs are met, there is no point in criminal activity",1
weak containing social systems result in deviant behavior,1
"if you have strong social bonds to positive influences, deviant behavior is less likely",1
weak bonds between the individuals and society free people to deviate,1
The people that do not have a job or income will commit deviant acts in order to get what they need to survive,1
weak bonds between the individual and society free people to deviate,1
genetic reasons to be largely responsible for social deviance,1
some people are genetically predisposed to criminal behavior,1
the single most important factor behind crime is individual lack of self-control,1
crime and delinquency are a result of choice,1
criminal behavior was the product of biological factors,1
"in a competitive society in which there is an inequality in the distribution of goods, those groups with limited or restricted access to goods will be more likely to turn to crime",1
"In those segments of the population which experience the greatest relative deprivation, therefore, there is readiness to turn to crime to overcome inequality and eliminate relative deprivation",1
crime is most commonly perpetrated by individuals who lack strong bonds or connections with their social environment,1
a gap between people’s aspirations and their access to legitimate means of achieving them results in a breakdown of values,1
the main factor behind criminal behaviour is the individual's lack of self-control,1
a weak bond between an individual and society itself allows the individual to defy societal norms and adopt behaviors that are deviant in nature,1
an environment of great inequalities between people may cause those at the bottom to use more violence in attempts to gain status,1
individuals engage in deviant behaviors when their means do not match their goals,1
term limits are a way to restore popular control over government,1
